symbol,score
SBIN,128.3282231867498
LT,101.88689521419549
ICICIBANK,97.53725489640729
RELIANCE,92.85461950240382
HDFCBANK,89.46874313935389
INFY,85.86526423347158
TCS,83.82369671613603
ITC,80.93877945686644
